DAO Name,DAO Token Supply,Offchain?,Proposal ID,Proposal Date Created,Proposal Date Start,Proposal Date End,Proposal Author,Proposal Choices,Voter Address,Voter Choice,Voter Power,Voter Reason,Transaction Hash
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x7A31d7195681A64EAd6B6533E5E796673d5DfAb9,1,87.80549674943788,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x2D9Bb0CA565AE83B93737e4f2D9aCC0d2ae21055,1,90,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xE9D38033F93972EDC1d8f8799E07681bc27F3bac,1,6,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x7558B9A644CcD3C815F7b717213Dff0B0a9b0f98,2,78.60656142835568,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x625D6405DCac9C82F4b681A131d9182115448F75,1,2086.3644411826886,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x2bFaC2D8D79D13D45862EA64ce0f25C5D34e9cA8,1,75.45917896878898,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xD68873c36D99104EdE5680b1671E83504aCeeBBA,1,143,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x7447aa707b577D1EB65f8f7102fd3A54Ad81fa6d,1,5.499367959685164,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xA2c3D2309241dA102f7Bc0F6FEc2e08a6779a4BD,1,75,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xE4cbdA373d6A445f83fc9125C6230Ba58Bc08320,1,99.99993576,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xc0ad5d21fF19A4E85b016BfD53cED8842995C151,1,23.741198318847022,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xDecd4b961B1984c44AFbADbE2844777A627572aA,1,87.19230797783277,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x3dFF073eb7C81601eDf3740dcc3b29f3Fb2C39bA,1,102.7244775905558,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xBeFF2Fb66247cF2bfff1053840f0792EF7413B0A,1,5,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x3DF76920C0423f88e2809913f20f888Ce31fEEE6,1,77.217902221247,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x1c7c196266408C445b17628Cc9f6ba1c9b8B69c2,1,75,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xed3a09a236687382D7FD8293f31eE51c30B96993,1,75,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x8a333a18B924554D6e83EF9E9944DE6260f61D3B,1,76.75998511544171,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x76EeEC612DF4D7A21696886a8D0fdD96EFDF7306,1,115.43210160413432,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x47Bbf62C4326EFF3353022e7Dd1d9caA5bc97841,1,100.00469572507838,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x6E86D1f305e43dBd3D39Df7C736653236FD42587,1,75,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x9600e2eE6377DAdad7299B120026661c336A5e6d,1,80,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x0040DAAC32D83c78546ae36dA42A496B28ab09E1,1,75.7831074209476,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xff4160A2355B1fa42722cB63fA482E7061ee40e7,1,136.38929231824514,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xf5B96Fc090A491C861C601f2b051FAE552194Aa3,1,1332.0180345358824,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x094a9009Fe93A85658E4b49604fD8177620F8Cd8,1,398.8990971350305,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xf48b52e054466CfD6956E90FC28E1925a64ADb07,1,80.25029335523101,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xf9294336588eA619D1f5fE68dFBe98e7b91B5027,1,76.00897017997508,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x6c32206fCb29Db012dAB16bD5E600033d8044DE5,1,133.28820596911524,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x3B60e31CFC48a9074CD5bEbb26C9EAa77650a43F,1,150.0003215226876,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xd61daEBC28274d1feaAf51F11179cd264e4105fB,1,75,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xfe19915268E64BEc65B9aC2c0E23aC6ba2F11aD7,1,487.9874033055749,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x0704556A2FAbf73C8167E139fC9572E69A888A4d,1,75,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x4303Ddc9943D862f2B205aF468a4A786c5137E76,1,211.32281148376768,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x627d0D67062B5143BDb2677f39C778f28aA59b10,1,105.0181345141635,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x1d14d9e297DfbcE003f5A8EbcF8cBa7fAEe70B91,1,115.60046611988248,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xe612d9C2a9bA0Ff4403F4f7Ea87D5bE4290aC7B9,1,79,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x14f41A278ec4BF579C7B40A0cFadD770Ae5f2bBC,1,110.50329061681235,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0xddc5A06Dd80D9d2eb8747D6c6C134d5ED699Bf9f,1,35,,
Friends With Benefits Pro (FWB),1000000.0,1,0x6b256c533b2f4714f9ba68e454e670347ed1511bbcc03dee3e810a4d7aa119e2,1652476043,1652479200,1652943540,0x2afE4De9D1C679E42C03649D86FFDDDc07751AE6,"['Yes - Approve proposal', ""No - Don't approve proposal""]",0x924C15E11612b0F58968e90F566E52BbA41870A0,1,75,,
